Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	UniProtKB-Gene Ontology Annotation ID	UniProtKB/Swiss-Prot ID
PF3D7_0511400	conserved Plasmodium protein, unknown function	5	481423	482568	1		protein_coding	Q8I3Z2	
PF3D7_0519600	zinc finger protein, putative	5	812648	814915	1		protein_coding	Q8I3R4	
PF3D7_0520400	conserved Plasmodium protein, unknown function	5	839655	840560	-1		protein_coding	Q8I3Q6	
PF3D7_0502100	HCNGP-like protein	5	102193	102897	-1		protein_coding	Q8I479	
PF3D7_0517600	F-actin-capping protein subunit beta, putative	5	740156	741034	-1		protein_coding	Q8I3T2	
PF3D7_0514000	tubulin--tyrosine ligase, putative	5	588921	590769	-1		protein_coding	C0H4D8	
PF3D7_0503200	conserved Plasmodium protein, unknown function	5	130453	133392	1		protein_coding	Q8I469	
PF3D7_0525600	RNA methyltransferase, putative	5	1066526	1067712	-1		protein_coding	Q8I3K9	
PF3D7_0510100	conserved Plasmodium protein, unknown function	5	422746	430353	-1		protein_coding	Q8I403	
PF3D7_0518200	SWIB/MDM2 domain-containing protein, putative	5	758503	758898	-1		protein_coding		
PF3D7_0516200	40S ribosomal protein S11	5	675809	676614	-1		protein_coding	Q8I3U6	
PF3D7_0521700	ATP-dependent RNA helicase DDX1, putative	5	882376	884901	1		protein_coding	Q8I3P6	
PF3D7_0526600	conserved Plasmodium protein, unknown function	5	1101203	1114777	1		protein_coding		
PF3D7_0522700	iron-sulfur assembly protein, putative	5	942767	943873	1		protein_coding	Q8I3N6	
PF3D7_0506700	GTPase-activating protein, putative	5	280886	283345	1		protein_coding	Q8I435	
PF3D7_0522200	transcription initiation factor TFIID subunit 10, putative	5	901414	902173	1		protein_coding	Q8I3P1	
PF3D7_0521200	conserved Plasmodium protein, unknown function	5	868892	869878	1		protein_coding		
PF3D7_0509100	structural maintenance of chromosomes protein 4,putative	5	381077	386203	1		protein_coding	Q8I413	
PF3D7_0522500	50S ribosomal protein L17, apicoplast, putative	5	937231	938037	1		protein_coding	C0H4F9	
PF3D7_0525500	WD repeat-containing protein, putative	5	1059918	1065509	-1		protein_coding		
PF3D7_0530000	conserved Plasmodium protein, unknown function	5	1224598	1224891	-1		protein_coding		
PF3D7_0508400	transcription factor IIb, putative	5	344931	346744	1		protein_coding	Q8I419	
PF3D7_0517500	UTP--glucose-1-phosphate uridylyltransferase,putative	5	735887	738400	-1		protein_coding	C0H4E3	
PF3D7_0526500	conserved Plasmodium protein, unknown function	5	1090930	1095084	1		protein_coding	Q8I3K0	
PF3D7_0513900	conserved Plasmodium protein, unknown function	5	587752	588677	1		protein_coding	Q8I3W8	
PF3D7_0519900	conserved Plasmodium protein, unknown function	5	825835	827412	-1		protein_coding	Q8I3R1	
PF3D7_0523300	conserved Plasmodium protein, unknown function	5	970266	970962	-1		protein_coding		
PF3D7_0523500	dynein light chain Tctex-type, putative	5	976690	977815	-1		protein_coding		
PF3D7_0504000	cation transporting P-ATPase	5	157625	164968	1		protein_coding	Q8I461	
PF3D7_0529400.2	conserved Plasmodium protein, unknown function	5	1199165	1205187	1		protein_coding		
PF3D7_0526100	conserved Plasmodium membrane protein, unknown function	5	1079779	1081008	1		protein_coding	Q8I3K4	
PF3D7_0526800	conserved Plasmodium protein, unknown function	5	1120704	1121810	-1		protein_coding		
PF3D7_0503600	myosin B	5	146639	150131	-1		protein_coding	Q8I465	
PF3D7_0525700	conserved Plasmodium protein, unknown function	5	1068516	1069285	1		protein_coding		
PF3D7_0511900	conserved Plasmodium protein, unknown function	5	525026	527218	1		protein_coding		
PF3D7_0532200	Plasmodium exported protein (PHISTc), unknown function	5	1303662	1304526	-1		protein_coding	Q8I3F2	
PF3D7_0523700	conserved Plasmodium membrane protein, unknown function	5	980754	985354	-1		protein_coding	Q8I3M8	
PF3D7_0506000	conserved Plasmodium protein, unknown function	5	256225	257378	1		protein_coding	Q8I442	
PF3D7_0511100	conserved Plasmodium protein, unknown function	5	469276	469842	1		protein_coding		
PF3D7_0529800	conserved Plasmodium protein, unknown function	5	1213533	1219376	1		protein_coding		
PF3D7_0515200	conserved Plasmodium protein, unknown function	5	627298	627961	1		protein_coding	Q8I3V6	
PF3D7_0504500	conserved Plasmodium protein, unknown function	5	174989	176433	1		protein_coding	Q8I456	
PF3D7_0515000	pre-mRNA-splicing factor CWC2, putative	5	620810	623356	-1		protein_coding	Q8I3V8	
PF3D7_0521900	conserved Plasmodium protein, unknown function	5	888657	895144	1		protein_coding		
PF3D7_0504400	ATP-dependent helicase, putative	5	172150	174417	1		protein_coding	Q8I457	
PF3D7_0517200	conserved Plasmodium protein, unknown function	5	720743	722641	-1		protein_coding	Q8I3T6	
PF3D7_0526400	conserved Plasmodium protein, unknown function	5	1088423	1089508	1		protein_coding	Q8I3K1	
PF3D7_0516400	phosducin-like protein, putative	5	681430	682437	-1		protein_coding		
PF3D7_0500400	rifin	5	33056	34378	-1		protein_coding	Q8I494	
PF3D7_0511000	translationally-controlled tumor protein homolog	5	467585	468100	-1		protein_coding	Q8I3Z5	Q8I3Z5
PF3D7_0513300	purine nucleoside phosphorylase	5	569182	569919	-1		protein_coding	Q8I3X4	
PF3D7_0518800	secreted ookinete protein, putative	5	783638	784991	-1		protein_coding		
PF3D7_0507700	nuclear protein localization protein 4,putative	5	316766	318361	-1		protein_coding	Q8I426	
PF3D7_0512500	conserved Plasmodium protein, unknown function	5	539731	542593	-1		protein_coding		
PF3D7_0524200	conserved Plasmodium membrane protein, unknown function	5	1008636	1009404	-1		protein_coding	Q8I3M3	
PF3D7_0518700	mRNA-binding protein PUF1	5	774075	780438	-1		protein_coding	Q8I3S3	
PF3D7_0502500	conserved Plasmodium protein, unknown function	5	114149	115933	1		protein_coding	Q8I475	
PF3D7_0502900	mitochondrial inner membrane TIM10 associated protein, putative	5	123332	123904	-1		protein_coding	Q8I472	
PF3D7_0508500	guanidine nucleotide exchange factor	5	347219	355039	-1		protein_coding	Q8I418	
PF3D7_0520300	U6 snRNA-associated Sm-like protein LSm2,putative	5	838428	839083	1		protein_coding	Q8I3Q7	
PF3D7_0523400	DnaJ protein, putative	5	973518	975876	1		protein_coding	Q8I3N0	
PF3D7_0530200	phosphoenolpyruvate/phosphate translocator	5	1229077	1230651	-1		protein_coding	Q8I0U9	
PF3D7_0514900	conserved Plasmodium protein, unknown function	5	618629	619945	1		protein_coding		
PF3D7_0515500	amino acid transporter, putative	5	641137	644685	-1		protein_coding	Q8I3V3	
PF3D7_0513400	GTP-binding protein, putative	5	571058	572661	-1		protein_coding	C0H4D6	
PF3D7_0531000	conserved Plasmodium protein, unknown function	5	1267410	1269539	1		protein_coding	Q8I3F8	
PF3D7_0502400	merozoite surface protein 8	5	109898	111691	-1		protein_coding	Q8I476	
PF3D7_0504300	conserved Plasmodium protein, unknown function	5	169549	170590	-1		protein_coding		
PF3D7_0527000	DNA replication licensing factor MCM3, putative	5	1125099	1128146	-1		protein_coding	Q8I3J5	
PF3D7_0508100	SET domain protein, putative	5	331680	336704	1		protein_coding		
PF3D7_0504900	conserved protein, unknown function	5	206450	208375	1		protein_coding	C0H4C5	
PF3D7_0521800	nucleotide binding protein, putative	5	885714	888232	1		protein_coding	C0H4F6	
PF3D7_0509800	phosphatidylinositol 4-kinase	5	410268	415308	1		protein_coding	Q8I406	
PF3D7_0527100	ubiquitin-conjugating enzyme E2 N, putative	5	1129959	1130754	-1		protein_coding	Q8I3J4	
PF3D7_0510200	peptidyl-prolyl cis-trans isomerase	5	437495	439738	1		protein_coding	Q8I402	
PF3D7_0517900	zinc finger protein, putative	5	747795	749677	-1		protein_coding	C0H4E5	
PF3D7_0501900	conserved protein, unknown function	5	95161	96633	-1		protein_coding		
PF3D7_0500800	mature parasite-infected erythrocyte surface antigen	5	43327	47761	-1		protein_coding	Q8I492	P08116
PF3D7_0502600	conserved Plasmodium protein, unknown function	5	116451	119969	-1		protein_coding		
PF3D7_0518100	RAP protein, putative	5	753298	757544	1		protein_coding	Q8I3S7	
PF3D7_0502000	vacuolar protein sorting-associated protein 11,putative	5	97657	101895	1		protein_coding	Q8I480	Q8I480
PF3D7_0504200	ATP-dependent RNA helicase DDX27, putative	5	167649	169502	1		protein_coding	Q8I459	
PF3D7_0519300	cytochrome c oxidase assembly protein (heme A: farnesyltransferase), putative	5	795527	797473	1		protein_coding	Q8I0W6	
PF3D7_0500100	erythrocyte membrane protein 1, PfEMP1	5	20929	28456	1		protein_coding	Q8I495	
PF3D7_0501800	chromosome assembly factor 1	5	91361	94591	1		protein_coding	Q8I482	
PF3D7_0524100	conserved Plasmodium protein, unknown function	5	1004237	1008108	1		protein_coding		
PF3D7_0527400	conserved Plasmodium protein, unknown function	5	1140627	1141154	1		protein_coding	Q8I3J1	
PF3D7_0517700	eukaryotic translation initiation factor 3 subunit B, putative	5	743179	745329	1		protein_coding	Q8I3T1	
PF3D7_0507100	60S ribosomal protein L4	5	294668	295903	-1		protein_coding	Q8I431	
PF3D7_0503400	actin-depolymerizing factor 1	5	140710	141471	1		protein_coding	Q8I467	Q8I467
PF3D7_0526000	RAP protein, putative	5	1075913	1078333	-1		protein_coding	Q8I3K5	
PF3D7_0512900	conserved Plasmodium protein, unknown function	5	553990	554787	1		protein_coding	Q8I3X8	
PF3D7_0519800	conserved protein, unknown function	5	820719	822908	-1		protein_coding		
PF3D7_0516000	RAP protein, putative	5	663551	666917	1		protein_coding		
PF3D7_0521600	conserved Plasmodium protein, unknown function	5	880065	880355	-1		protein_coding		
PF3D7_0507300	conserved Plasmodium protein, unknown function	5	301930	304611	-1		protein_coding		
PF3D7_0522100	conserved Plasmodium protein, unknown function	5	897465	899756	-1		protein_coding		
PF3D7_0510000	conserved Plasmodium protein, unknown function	5	418136	421425	1		protein_coding	Q8I404	
PF3D7_0528700	peptidyl-prolyl cis-trans isomerase	5	1178276	1178890	-1		protein_coding	Q8I3I0	
PF3D7_0512700	orotate phosphoribosyltransferase	5	546734	547579	-1		protein_coding	Q8I3Y0	
PF3D7_0500500	rifin	5	36464	37564	-1		protein_coding	Q8I493	
PF3D7_0515700	glideosome-associated protein 40, putative	5	653966	655336	-1		protein_coding	Q8I3V1	
PF3D7_0511300	MORN repeat protein, putative	5	474487	478882	-1		protein_coding	Q8I3Z3	
PF3D7_0532100	early transcribed membrane protein 5	5	1301224	1301769	1		protein_coding	Q8I3F3	
PF3D7_0505300	UDP-N-acetyl glucosamine:UMP antiporter	5	233815	235650	1		protein_coding	Q8I449	
PF3D7_0511500	RNA pseudouridylate synthase, putative	5	486602	516787	1		protein_coding	Q8I3Z1	Q8I3Z1
PF3D7_0526900	transmembrane emp24 domain-containing protein,putative	5	1123610	1124595	1		protein_coding	Q8I3J6	
PF3D7_0520600	bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	5	843586	844817	-1		protein_coding	C0H4F3	
PF3D7_0506400	conserved Plasmodium protein, unknown function	5	262672	263925	-1		protein_coding		
PF3D7_0513600	deoxyribodipyrimidine photo-lyase, putative	5	574941	578505	-1		protein_coding	Q8I0W8	
PF3D7_0516800	transcription factor with AP2 domain(s)	5	700120	707256	-1		protein_coding	Q8I3U0	
PF3D7_0518300	proteasome subunit beta type-1, putative	5	759831	760998	-1		protein_coding	C0H4E8	
PF3D7_0518400	cyclin, putative	5	762103	762792	-1		protein_coding	Q7K6A7	
PF3D7_0529100	thioredoxin-like protein, putative	5	1191000	1191682	-1		protein_coding	Q8I3H6	
PF3D7_0522300	S-adenosylmethionine-dependent methyltransferase, putative	5	902613	904844	-1		protein_coding	C0H4F7	
PF3D7_0520700	conserved Plasmodium protein, unknown function	5	845843	848767	-1		protein_coding	Q8I3Q4	
PF3D7_0525900	NIMA related kinase 2	5	1073646	1075644	1		protein_coding	C0H4G2	
PF3D7_0520000	40S ribosomal protein S9, putative	5	828953	829883	1		protein_coding	Q8I3R0	
PF3D7_0528600	conserved Plasmodium protein, unknown function	5	1176969	1177286	-1		protein_coding		
PF3D7_0501600	rhoptry-associated protein 2	5	84041	85237	-1		protein_coding	Q8I484	
PF3D7_0524000	karyopherin beta	5	998753	1002124	1		protein_coding	Q8I3M5	
PF3D7_0515300	phosphatidylinositol 3-kinase	5	628981	635382	1		protein_coding	Q8I3V5	
PF3D7_0530100	SNARE protein, putative	5	1226883	1227757	1		protein_coding	Q8I3G6	
PF3D7_0524400	ribosome-interacting GTPase 1, putative	5	1013453	1014550	-1		protein_coding	Q8I3M1	
PF3D7_0524800	ubiquitin fusion degradation protein 1,putative	5	1021408	1024307	-1		protein_coding	Q8I3L7	
PF3D7_0506300	conserved Plasmodium protein, unknown function	5	260961	262184	-1		protein_coding	Q8I439	
PF3D7_0510500	topoisomerase I	5	445983	448502	-1		protein_coding	Q8I3Z9	
PF3D7_0503100	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative	5	127064	128677	-1		protein_coding	Q8I470	
PF3D7_0526200.1	ADP-ribosylation factor GTPase-activating protein, putative	5	1081558	1083816	-1		protein_coding	C0H4G3	
PF3D7_0515600	conserved Plasmodium protein, unknown function	5	646659	652106	1		protein_coding		
PF3D7_0528300	conserved Plasmodium protein, unknown function	5	1166520	1168010	-1		protein_coding		
PF3D7_0519500	carbon catabolite repressor protein 4, putative	5	801450	809127	-1		protein_coding		
PF3D7_0507800	conserved Plasmodium protein, unknown function	5	322239	326822	1		protein_coding		
PF3D7_0526300	nucleolar Jumonji domain interacting protein,putative	5	1085623	1086594	-1		protein_coding		
PF3D7_0517100	conserved Plasmodium protein, unknown function	5	718425	719855	-1		protein_coding		
PF3D7_0512000	prefoldin subunit, putative	5	527639	528666	1		protein_coding	Q8I3Y6	Q8I3Y6
PF3D7_0509700	conserved Plasmodium protein, unknown function	5	405961	407897	-1		protein_coding	Q8I407	
PF3D7_0501300	skeleton-binding protein 1	5	68930	70113	1		protein_coding	Q8I487	
PF3D7_0531400	conserved Plasmodium protein, unknown function	5	1282591	1286106	-1		protein_coding	Q8I3F4	
PF3D7_0506200	TATA-box-binding protein	5	259764	260747	1		protein_coding	Q8I440	P32086
PF3D7_0508200	longevity-assurance (LAG1) protein, putative	5	337426	339025	-1		protein_coding	C0H4D2	
PF3D7_0514200	conserved Plasmodium protein, unknown function	5	596818	599421	1		protein_coding	Q8I3W5	
PF3D7_0519100	mitochondrial ribosomal protein L14 precursor,putative	5	790399	790773	1		protein_coding	C0H4F0	
PF3D7_0520800	conserved Plasmodium protein, unknown function	5	849862	856026	-1		protein_coding	Q8I3Q3	
PF3D7_0523600	conserved Plasmodium protein, unknown function	5	978665	979870	1		protein_coding		
PF3D7_0512800	conserved Plasmodium protein, unknown function	5	548406	553340	-1		protein_coding		
PF3D7_0519000	histone RNA hairpin-binding protein, putative	5	788599	789480	1		protein_coding	Q8I3R9	
PF3D7_0530600	XAP-5 DNA binding protein, putative	5	1248368	1249961	-1		protein_coding	Q8I3G2	
PF3D7_0510400	conserved Plasmodium protein, unknown function	5	444260	445579	1		protein_coding	Q8I400	
PF3D7_0528000	proteasome maturation factor UMP1, putative	5	1156205	1156579	-1		protein_coding	Q8I3I7	
PF3D7_0505800	small ubiquitin-related modifier	5	252047	252606	-1		protein_coding	Q8I444	
PF3D7_0601500	Plasmodium exported protein (PHISTb), unknown function	6	65788	67277	-1		protein_coding	C6KSL7	
PF3D7_0619600	conserved Plasmodium protein, unknown function	6	825157	827772	1		protein_coding	C6KT36	
PF3D7_0631500	exported protein family 3	6	1321320	1322094	-1		protein_coding	C6KTE9	
PF3D7_0631100	Plasmodium exported protein (PHISTb), unknown function	6	1297885	1299373	1		protein_coding	C6KTE6	
PF3D7_0611600	conserved Plasmodium protein, unknown function	6	485114	487066	-1		protein_coding	C6KSW1	
PF3D7_0605600	nucleoside diphosphate kinase, putative	6	228132	234835	-1		protein_coding	C6KSQ4	
PF3D7_0626500	conserved Plasmodium protein, unknown function	6	1069962	1072805	1		protein_coding		
PF3D7_0618900.2	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1	6	784354	787118	1		protein_coding	A0A143ZZN8	
PF3D7_0608310	sorting assembly machinery 50 kDa subunit,putative	6	348010	349371	1		protein_coding		
PF3D7_0625800	conserved Plasmodium protein, unknown function	6	1043546	1045474	1		protein_coding		
PF3D7_0629400	RNA-binding protein, putative	6	1210420	1212762	1		protein_coding	C6KTC9	
PF3D7_0612100	eukaryotic translation initiation factor 3 subunit L, putative	6	509160	511130	-1		protein_coding	C6KSW5	
PF3D7_0626300	3-oxoacyl-acyl-carrier protein synthase I/II	6	1061115	1062891	-1		protein_coding	C6KT99	
PF3D7_0627700	transportin	6	1108197	1111640	1		protein_coding	C6KTB3	
PF3D7_0623000	chorismate synthase	6	937068	938651	-1		protein_coding	C6KT66	
PF3D7_0625700	conserved Plasmodium protein, unknown function	6	1042652	1042948	-1		protein_coding		
PF3D7_0628100	HECT-domain (ubiquitin-transferase), putative	6	1122801	1153664	-1		protein_coding	C6KTB7	C6KTB7
PF3D7_0613000.1	conserved Plasmodium protein, unknown function	6	533932	535364	-1		protein_coding		
PF3D7_0605700	conserved Plasmodium protein, unknown function	6	236397	237251	1		protein_coding		
PF3D7_0619700	conserved Plasmodium protein, unknown function	6	828199	830389	-1		protein_coding		
PF3D7_0619500	acyl-CoA synthetase	6	820069	824247	-1		protein_coding	C6KT35	
PF3D7_0609200	citrate synthase-like protein, putative	6	392991	394611	1		protein_coding	C6KST9	
PF3D7_0615300	GPI-anchored wall transfer protein 1, putative	6	627693	630317	-1		protein_coding	C6KSZ4	
PF3D7_0623700	ATP-dependent RNA helicase SUV3, putative	6	959132	962545	-1		protein_coding	C6KT73	
PF3D7_0602600	conserved Plasmodium protein, unknown function	6	107037	111664	-1		protein_coding	C6KSM6	
PF3D7_0612000	conserved Plasmodium protein, unknown function	6	507678	508286	-1		protein_coding	C6KSW4	
PF3D7_0622800	leucine--tRNA ligase, putative	6	919685	924028	1		protein_coding	C6KT64	
PF3D7_0611500	conserved Plasmodium protein, unknown function	6	482825	483907	-1		protein_coding		
PF3D7_0631900	stevor	6	1333013	1334035	1		protein_coding	C6KTF1	
PF3D7_0632700	rifin	6	1371501	1372861	1		protein_coding	C6KTF8	
PF3D7_0608200	conserved Plasmodium protein, unknown function	6	341874	342821	-1		protein_coding		
PF3D7_0600400	erythrocyte membrane protein 1, PfEMP1	6	18586	22721	-1		protein_coding	C6KSL0	
PF3D7_0620200	conserved Plasmodium protein, unknown function	6	846523	847494	-1		protein_coding	C6KT42	
PF3D7_0624600	SNF2 helicase, putative	6	999524	1007683	1		protein_coding	C6KT82	
PF3D7_0625200	conserved Plasmodium protein, unknown function	6	1025179	1026336	1		protein_coding		
PF3D7_0629600	conserved Plasmodium protein, unknown function	6	1218307	1219251	1		protein_coding	C6KTD1	
PF3D7_0611900	lsm12, putative	6	506380	507198	1		protein_coding	C6KSW3	
PF3D7_0600500	rifin	6	26557	27830	1		protein_coding	C6KSL1	
PF3D7_0616300	conserved Plasmodium protein, unknown function	6	676888	677571	-1		protein_coding		
PF3D7_0601100	exported protein family 3	6	44450	45216	1		protein_coding	C6KSL4	
PF3D7_0611400	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin	6	471658	474150	-1		protein_coding		
